CUST_ID|CUST_FIRST_NAME|CUST_LAST_NAME|CUST_GENDER|CUST_YEAR_OF_BIRTH|CUST_MARITAL_STATUS|CUST_STREET_ADDRESS|CUST_POSTAL_CODE|CUST_CITY|CUST_CITY_ID|CUST_STATE_PROVINCE|CUST_STATE_PROVINCE_ID|COUNTRY_ID|CUST_MAIN_PHONE_NUMBER|CUST_INCOME_LEVEL|CUST_CREDIT_LIMIT|CUST_EMAIL|CUST_TOTAL|CUST_TOTAL_ID|CUST_SRC_ID|CUST_EFF_FROM|CUST_EFF_TO|CUST_VALID
23689|Arnold|White|M|1950|single|77 West San Jacinto Avenue|73071|Alleppey|51054|Kerala|52636|52771|624-380-8747|H: 150,000 - 169,999|9000|White@company.example.com|Customer total|52772||01/01/1998||I
5029|Augustus|Calahan|M|1956|single|37 South Butler Street|88997|Gdansk|51576|Gdansk|52609|52786|257-415-8224|I: 170,000 - 189,999|9000|Calahan@company.example.com|Customer total|52772||01/01/1998||I
8584|Augustus|Calahan|M|1955|single|47 West Pickens Road|30828|Downham Market|51396|England - Norfolk|52591|52789|352-764-2193|I: 170,000 - 189,999|1500|Calahan@company.example.com|Customer total|52772||01/01/1998||I
12141|Augustus|Calahan|M|1964|single|57 East De Kalb Drive|91213|Secunderabad|52303|Andhra Pradesh|52547|52771|182-435-9655|I: 170,000 - 189,999|7000|Calahan@company.example.com|Customer total|52772||01/01/1998||I
15696|Augustus|Calahan|M|1983|single|57 South Sandoval Drive|51527|Altrincham|51061|England - Greater Manchester|52590|52789|377-198-1575|I: 170,000 - 189,999|9000|Calahan@company.example.com|Customer total|52772||01/01/1998||I
19251|Augustus|Calahan|M|1952|single|67 North Guayama Avenue|77287|Kuala Lumpur|51739|Kuala Lumpur|52639|52769|301-122-4020|I: 170,000 - 189,999|1500|Calahan@company.example.com|Customer total|52772||01/01/1998||I
49036|Augustus|Calahan|M|1949|single|7 South Utah Circle|33626|Istanbul|51683|Istanbul|52624|52788|310-198-8922|I: 170,000 - 189,999|9000|Calahan@company.example.com|Customer total|52772||01/01/1998||I
22806|Augustus|Calahan|M|1970|single|77 East Utah Avenue|78247|Velp|52438|Gelderland|52610|52770|277-325-9443|I: 170,000 - 189,999|7000|Calahan@company.example.com|Customer total|52772||01/01/1998||I
26362|Augustus|Calahan|M|1986|single|87 La Plata Avenue|90285|Hyderabad|51673|Andhra Pradesh|52547|52771|631-535-4272|I: 170,000 - 189,999|9000|Calahan@company.example.com|Customer total|52772||01/01/1998||I
29918|Augustus|Calahan|M|1950|single|87 South Amite Avenue|73071|Alleppey|51054|Kerala|52636|52771|376-415-6997|I: 170,000 - 189,999|1500|Calahan@company.example.com|Customer total|52772||01/01/1998||I
33473|Augustus|Calahan|M|1953|single|97 West Miner Avenue|68054|Krakow|51737|Krakow|52638|52786|202-764-6702|I: 170,000 - 189,999|7000|Calahan@company.example.com|Customer total|52772||01/01/1998||I
36140|Augustus|Rumfeldt|M|1982|single|107 De Kalb Avenue|83786|Nagoya|51971|Aichi|52543|52782|467-415-9715|I: 170,000 - 189,999|7000|Rumfeldt@company.example.com|Customer total|52772||01/01/1998||I
39695|Augustus|Rumfeldt|M|1951|single|107 North Sandoval Avenue|52773|Santos|52293|Sao Paulo|52735|52775|543-764-3264|I: 170,000 - 189,999|9000|Rumfeldt@company.example.com|Customer total|52772||01/01/1998||I
43251|Augustus|Rumfeldt|M|1958|single|117 West Guayama Avenue|37400|Yokohama|52526|Kanagawa|52634|52782|690-435-8377|I: 170,000 - 189,999|1500|Rumfeldt@company.example.com|Customer total|52772||01/01/1998||I
25703|Augustus|Rumfeldt|M|1957|single|17 West Miner Court|59622|Nieuwegein|51983|Utrecht|52750|52770|323-435-1145|I: 170,000 - 189,999|7000|Rumfeldt@company.example.com|Customer total|52772||01/01/1998||I
47029|Augustus|Rumfeldt|M|1956|single|27 East Butler Boulevard|38643|Kitakyushu|51731|Fukuoka|52601|52782|190-198-6425|I: 170,000 - 189,999|9000|Rumfeldt@company.example.com|Customer total|52772||01/01/1998||I
50584|Augustus|Rumfeldt|M|1951|single|27 South Pickens Boulevard|80999|Westminster|52506|England - Greater London|52589|52789|221-122-9728|I: 170,000 - 189,999|1500|Rumfeldt@company.example.com|Customer total|52772||01/01/1998||I
4140|Augustus|Rumfeldt|M|1958|single|37 North De Kalb Street|34427|Galway City|51571|Galway|52608|52772|674-325-7365|I: 170,000 - 189,999|7000|Rumfeldt@company.example.com|Customer total|52772||01/01/1998||I
7696|Augustus|Rumfeldt|M|1954|single|47 East Sandoval Road|47075|Apeldoorn|51068|Gelderland|52610|52770|356-535-3741|I: 170,000 - 189,999|9000|Rumfeldt@company.example.com|Customer total|52772||01/01/1998||I
11251|Augustus|Rumfeldt|M|1984|single|57 Guayama Drive|39245|Brisbane|51218|Queensland|52703|52774|152-415-4308|I: 170,000 - 189,999|1500|Rumfeldt@company.example.com|Customer total|52772||01/01/1998||I
14807|Augustus|Rumfeldt|M|1959|single|57 North Utah Drive|62356|Limerick|51797|Limerick|52647|52772|312-764-2525|I: 170,000 - 189,999|7000|Rumfeldt@company.example.com|Customer total|52772||01/01/1998||I
18362|Augustus|Rumfeldt|M|1961|single|67 West La Plata Avenue|60332|Ede|51442|Gelderland|52610|52770|311-435-4749|I: 170,000 - 189,999|9000|Rumfeldt@company.example.com|Customer total|52772||01/01/1998||I
15446|Augustus|Rumfeldt|M|1954|married|7 South Amite Circle|52229|Kyoto|51740|Kyoto|52640|52782|284-764-7911|I: 170,000 - 189,999|3000|Rumfeldt@company.example.com|Customer total|52772||01/01/1998||A
21917|Augustus|Rumfeldt|M|1956|single|77 East Amite Avenue|55406|Hoofddorp|51669|Noord-Holland|52683|52770|200-198-2674|I: 170,000 - 189,999|1500|Rumfeldt@company.example.com|Customer total|52772||01/01/1998||I
25474|Augustus|Rumfeldt|M|1962|single|77 South Miner Avenue|34077|Schimmert|52297|Limburg|52646|52770|287-122-8415|I: 170,000 - 189,999|7000|Rumfeldt@company.example.com|Customer total|52772||01/01/1998||I
29029|Augustus|Rumfeldt|M|1953|single|87 North Butler Avenue|72996|Scheveningen|52296|Zuid-Holland|52771|52770|661-325-6854|I: 170,000 - 189,999|9000|Rumfeldt@company.example.com|Customer total|52772||01/01/1998||I
32584|Augustus|Rumfeldt|M|1981|single|97 East Pickens Avenue|67644|Joinville|51698|Santa Catarina|52734|52775|460-535-1030|I: 170,000 - 189,999|1500|Rumfeldt@company.example.com|Customer total|52772||01/01/1998||I
38807|Augustus|Tate|M|1968|single|107 West Utah Avenue|63488|Sydney|52334|New South Wales|52680|52774|140-535-5244|I: 170,000 - 189,999|7000|Tate@company.example.com|Customer total|52772||01/01/1998||I
42362|Augustus|Tate|M|1985|single|117 East La Plata Avenue|66121|Zaanstad|52528|Noord-Holland|52683|52770|283-415-8311|I: 170,000 - 189,999|9000|Tate@company.example.com|Customer total|52772||01/01/1998||I
16814|Augustus|Tate|M|1952|single|17 East Pickens Court|85145|Schoonoord|52299|Drenthe|52579|52770|466-415-3694|I: 170,000 - 189,999|1500|Tate@company.example.com|Customer total|52772||01/01/1998||I
46140|Augustus|Tate|M|1980|single|27 De Kalb Boulevard|42859|Assen|51074|Drenthe|52579|52770|347-764-5832|I: 170,000 - 189,999|7000|Tate@company.example.com|Customer total|52772||01/01/1998||I
49695|Augustus|Tate|M|1951|single|27 North Sandoval Boulevard|51641|Dublin City|51398|Dublin|52580|52772|349-435-8170|I: 170,000 - 189,999|9000|Tate@company.example.com|Customer total|52772||01/01/1998||I
3252|Augustus|Tate|M|1955|single|37 West Guayama Street|67111|Szczecin|52337|Szczecin|52742|52786|571-198-4994|I: 170,000 - 189,999|1500|Tate@company.example.com|Customer total|52772||01/01/1998||A
6807|Augustus|Tate|M|1952|single|47 Utah Road|74102|Melbourne|51907|Victoria|52756|52774|410-122-2518|I: 170,000 - 189,999|7000|Tate@company.example.com|Customer total|52772||01/01/1998||A
10362|Augustus|Tate|M|1965|single|47 South La Plata Road|66098|Riyadh|52168|Riyadh|52714|52787|388-325-2114|I: 170,000 - 189,999|9000|Tate@company.example.com|Customer total|52772||01/01/1998||I
13918|Augustus|Tate|M|1971|single|57 North Amite Drive|38293|Zaandam|52527|Noord-Holland|52683|52770|686-535-9702|I: 170,000 - 189,999|1500|Tate@company.example.com|Customer total|52772||01/01/1998||I
17473|Augustus|Tate|M|1954|single|67 East Miner Avenue|52383|Lublin|51809|Lublin|52648|52786|402-415-6966|I: 170,000 - 189,999|7000|Tate@company.example.com|Customer total|52772||01/01/1998||I
21029|Augustus|Tate|M|1953|single|77 Butler Avenue|92117|Oranjewoud|52037|Friesland|52600|52770|421-764-9628|I: 170,000 - 189,999|9000|Tate@company.example.com|Customer total|52772||01/01/1998||I
24585|Augustus|Tate|M|1953|single|77 North Pickens Avenue|79119|Kerkrade|51726|Limburg|52646|52770|322-435-6755|I: 170,000 - 189,999|1500|Tate@company.example.com|Customer total|52772||01/01/1998||I
28140|Augustus|Tate|M|1972|single|87 West De Kalb Avenue|89484|Bristol|51219|England - Avon|52588|52789|461-198-2290|I: 170,000 - 189,999|7000|Tate@company.example.com|Customer total|52772||01/01/1998||I
31695|Augustus|Tate|M|1963|single|97 Sandoval Avenue|34077|Schimmert|52297|Limburg|52646|52770|642-122-5319|I: 170,000 - 189,999|9000|Tate@company.example.com|Customer total|52772||01/01/1998||I
35251|Augustus|Tate|M|1974|single|97 South Guayama Avenue|53574|Almere|51057|Flevopolder|52599|52770|134-325-1465|I: 170,000 - 189,999|1500|Tate@company.example.com|Customer total|52772||01/01/1998||I
38808|Austin|Dwyer|M|1950|single|107 West Valley Avenue|85551|Goodhope|51587|IL|52619|52790|161-385-2623|I: 170,000 - 189,999|5000|Dwyer@company.example.com|Customer total|52772||01/01/1998||I
42363|Austin|Dwyer|M|1953|single|117 East La Porte Avenue|42178|Waldshut|52494|Baden-Wuerttemberg|52559|52776|135-202-2176|I: 170,000 - 189,999|10000|Dwyer@company.example.com|Customer total|52772||01/01/1998||I
16825|Austin|Dwyer|M|1951|single|17 East Pierce Court|71608|New Auburn|51976|MN|52656|52790|305-202-3893|I: 170,000 - 189,999|3000|Dwyer@company.example.com|Customer total|52772||01/01/1998||I
46141|Austin|Dwyer|M|1958|single|27 De Las Pul Ges Boulevard|88822|Lewisville|51796|MN|52656|52790|401-709-7177|I: 170,000 - 189,999|5000|Dwyer@company.example.com|Customer total|52772||01/01/1998||I
49696|Austin|Dwyer|M|1949|single|27 North Sangamon Boulevard|84587|Hvidovre|51672|Copenhagen|52574|52777|628-737-3841|I: 170,000 - 189,999|15000|Dwyer@company.example.com|Customer total|52772||01/01/1998||I
3253|Austin|Dwyer|M|1948|single|37 West Guayanilla Street|68766|Revel|52164|Midi-Pyrenees|52663|52779|339-199-7610|I: 170,000 - 189,999|5000|Dwyer@company.example.com|Customer total|52772||01/01/1998||A
6808|Austin|Dwyer|M|1950|single|47 Valley Road|34197|Skagway|52314|AK|52533|52790|575-184-4792|I: 170,000 - 189,999|5000|Dwyer@company.example.com|Customer total|52772||01/01/1998||A
10363|Austin|Dwyer|M|1951|single|47 South La Porte Road|31463|Heidelberg|51654|Baden-Wuerttemberg|52559|52776|346-317-6156|I: 170,000 - 189,999|10000|Dwyer@company.example.com|Customer total|52772||01/01/1998||I
13919|Austin|Dwyer|M|1956|single|57 North Amphethetre Drive|33396|Schwerin|52302|Mecklenburg-Vorpommern|52662|52776|136-385-9171|I: 170,000 - 189,999|3000|Dwyer@company.example.com|Customer total|52772||01/01/1998||I
17474|Austin|Dwyer|M|1955|single|67 East Mineral Avenue|90953|Holyrood|51667|KS|52630|52790|611-202-1664|I: 170,000 - 189,999|5000|Dwyer@company.example.com|Customer total|52772||01/01/1998||I
21030|Austin|Dwyer|M|1964|single|77 Butte Avenue|37281|Danville|51379|MO|52657|52790|185-709-9619|I: 170,000 - 189,999|10000|Dwyer@company.example.com|Customer total|52772||01/01/1998||I
24586|Austin|Dwyer|M|1983|single|77 North Pierce Avenue|74673|Duncan|51402|SC|52722|52790|489-737-5646|I: 170,000 - 189,999|3000|Dwyer@company.example.com|Customer total|52772||01/01/1998||I
28141|Austin|Dwyer|M|1952|single|87 West De Las Pul Ges Avenue|34547|Hatfield|51652|WI|52760|52790|555-199-8336|I: 170,000 - 189,999|5000|Dwyer@company.example.com|Customer total|52772||01/01/1998||I
31696|Austin|Dwyer|M|1970|single|97 Sangamon Avenue|40696|Atwood|51079|KS|52630|52790|605-184-5144|I: 170,000 - 189,999|10000|Dwyer@company.example.com|Customer total|52772||01/01/1998||I
35252|Austin|Dwyer|M|1986|single|97 South Guayanilla Avenue|56418|Saint-Jean-Saverne|52283|Alsace|52546|52779|505-317-8516|I: 170,000 - 189,999|3000|Dwyer@company.example.com|Customer total|52772||01/01/1998||I
37030|Austin|Lyles|M|1972|single|107 East Butte Avenue|84884|Ingelheim|51679|Rheinland-Pfalz|52710|52776|345-737-5295|I: 170,000 - 189,999|10000|Lyles@company.example.com|Customer total|52772||01/01/1998||I
40585|Austin|Lyles|M|1963|single|107 South Pierce Avenue|70669|Aneta|51065|ND|52665|52790|115-199-3377|I: 170,000 - 189,999|3000|Lyles@company.example.com|Customer total|52772||01/01/1998||I
44140|Austin|Lyles|M|1974|single|117 North De Las Pul Ges Avenue|36933|West Wood|52505|KY|52632|52790|177-184-8992|I: 170,000 - 189,999|5000|Lyles@company.example.com|Customer total|52772||01/01/1998||I
34603|Austin|Lyles|M|1955|single|17 North La Porte Court|50279|North Branch|51988|MI|52654|52790|180-184-7517|I: 170,000 - 189,999|10000|Lyles@company.example.com|Customer total|52772||01/01/1998||I
47919|Austin|Lyles|M|1954|single|27 West Amphethetre Boulevard|88472|Tucumcari|52381|NM|52671|52790|659-317-3016|I: 170,000 - 189,999|3000|Lyles@company.example.com|Customer total|52772||01/01/1998||I
1475|Austin|Lyles|M|1952|single|37 Mineral Street|37781|Dillsboro|51388|IN|52621|52790|386-385-7478|I: 170,000 - 189,999|5000|Lyles@company.example.com|Customer total|52772||01/01/1998||A
5030|Austin|Lyles|M|1980|single|37 South Butte Street|58260|Lewisburg|51795|OH|52688|52790|516-202-4055|I: 170,000 - 189,999|10000|Lyles@company.example.com|Customer total|52772||01/01/1998||A
8585|Austin|Lyles|M|1951|single|47 West Pierce Road|77501|Lowndesville|51807|SC|52722|52790|678-709-3250|I: 170,000 - 189,999|3000|Lyles@company.example.com|Customer total|52772||01/01/1998||A
12142|Austin|Lyles|M|1955|single|57 East De Las Pul Ges Drive|63277|Housatonic|51670|MA|52649|52790|128-737-9726|I: 170,000 - 189,999|5000|Lyles@company.example.com|Customer total|52772||01/01/1998||I
15697|Austin|Lyles|M|1952|single|57 South Sangamon Drive|50509|Reichelsheim|52161|Hessen|52617|52776|699-199-6985|I: 170,000 - 189,999|10000|Lyles@company.example.com|Customer total|52772||01/01/1998||I
19252|Austin|Lyles|M|1965|single|67 North Guayanilla Avenue|61224|Braunschweig|51214|Niedersachsen|52681|52776|684-184-1108|I: 170,000 - 189,999|3000|Lyles@company.example.com|Customer total|52772||01/01/1998||I
49047|Austin|Lyles|M|1979|single|7 South Valley Circle|63316|Benidorm|51178|Alicante|52544|52778|168-199-4968|I: 170,000 - 189,999|5000|Lyles@company.example.com|Customer total|52772||01/01/1998||I
22807|Austin|Lyles|M|1971|single|77 East Valley Avenue|58610|Fromberg|51523|MT|52659|52790|597-317-5868|I: 170,000 - 189,999|5000|Lyles@company.example.com|Customer total|52772||01/01/1998||I
26363|Austin|Lyles|M|1954|single|87 La Porte Avenue|50799|Mainz|51893|Rheinland-Pfalz|52710|52776|582-385-8778|I: 170,000 - 189,999|10000|Lyles@company.example.com|Customer total|52772||01/01/1998||I
29919|Austin|Lyles|M|1953|single|87 South Amphethetre Avenue|74800|Lakeside|51783|OR|52690|52790|420-202-3640|I: 170,000 - 189,999|3000|Lyles@company.example.com|Customer total|52772||01/01/1998||I
33474|Austin|Lyles|M|1953|single|97 West Mineral Avenue|52893|Bamberg|51162|Bayern|52561|52776|306-709-8401|I: 170,000 - 189,999|5000|Lyles@company.example.com|Customer total|52772||01/01/1998||I
37919|Austin|Sands|M|1953|single|107 West Amphethetre Avenue|54044|Churchville|51327|NY|52679|52790|458-184-2913|I: 170,000 - 189,999|3000|Sands@company.example.com|Customer total|52772||01/01/1998||I
41474|Austin|Sands|M|1981|single|117 Mineral Avenue|68174|Ortley|52039|SD|52725|52790|547-317-1139|I: 170,000 - 189,999|5000|Sands@company.example.com|Customer total|52772||01/01/1998||I
45029|Austin|Sands|M|1982|single|117 South Butte Avenue|41165|East Hazelcrest|51440|IL|52619|52790|378-385-4847|I: 170,000 - 189,999|10000|Sands@company.example.com|Customer total|52772||01/01/1998||I
7936|Austin|Sands|M|1968|single|17 Sangamon Court|41915|Lyngby|51813|Copenhagen|52574|52777|536-317-6875|I: 170,000 - 189,999|10000|Sands@company.example.com|Customer total|52772||01/01/1998||A
43491|Austin|Sands|M|1985|single|17 South Guayanilla Court|58065|Gennevilliers|51578|Ile-de-France|52623|52779|499-385-7289|I: 170,000 - 189,999|3000|Sands@company.example.com|Customer total|52772||01/01/1998||I
48808|Austin|Sands|M|1954|single|27 West Valley Boulevard|66798|Allport|51055|AR|52540|52790|398-202-8407|I: 170,000 - 189,999|5000|Sands@company.example.com|Customer total|52772||01/01/1998||I
2364|Austin|Sands|M|1957|single|37 East La Porte Street|82323|Springhill|52321|MN|52656|52790|694-709-6330|I: 170,000 - 189,999|10000|Sands@company.example.com|Customer total|52772||01/01/1998||A
5919|Austin|Sands|M|1956|single|47 Amphethetre Road|65320|Puako|52113|HI|52615|52790|495-737-5836|I: 170,000 - 189,999|3000|Sands@company.example.com|Customer total|52772||01/01/1998||A
9474|Austin|Sands|M|1951|single|47 North Mineral Road|73191|Sugarloaf Key|52332|FL|52595|52790|237-199-4038|I: 170,000 - 189,999|5000|Sands@company.example.com|Customer total|52772||01/01/1998||A
13030|Austin|Sands|M|1958|single|57 West Butte Drive|81172|Fort Klamath|51514|OR|52690|52790|424-184-6299|I: 170,000 - 189,999|10000|Sands@company.example.com|Customer total|52772||01/01/1998||I
16586|Austin|Sands|M|1954|single|67 Pierce Avenue|57809|New Berry|51977|IN|52621|52790|507-317-1124|I: 170,000 - 189,999|3000|Sands@company.example.com|Customer total|52772||01/01/1998||I
20141|Austin|Sands|M|1984|single|67 South De Las Pul Ges Avenue|33269|Bad Kreuznach|51154|Rheinland-Pfalz|52710|52776|692-385-3466|I: 170,000 - 189,999|5000|Sands@company.example.com|Customer total|52772||01/01/1998||I
23697|Austin|Sands|M|1959|single|77 West Sangamon Avenue|58140|Meribel|51910|Rhtne-Alpes|52711|52779|335-202-1063|I: 170,000 - 189,999|10000|Sands@company.example.com|Customer total|52772||01/01/1998||I
27252|Austin|Sands|M|1961|single|87 East Guayanilla Avenue|57217|New Market|51980|VA|52751|52790|602-709-5044|I: 170,000 - 189,999|3000|Sands@company.example.com|Customer total|52772||01/01/1998||I
30807|Austin|Sands|M|1956|single|87 South Valley Avenue|62476|Sheldon|52308|WI|52760|52790|518-737-6036|I: 170,000 - 189,999|5000|Sands@company.example.com|Customer total|52772||01/01/1998||I
34364|Austin|Sands|M|1962|single|97 North La Porte Avenue|48098|Bitburg|51193|Rheinland-Pfalz|52710|52776|542-199-5062|I: 170,000 - 189,999|10000|Sands@company.example.com|Customer total|52772||01/01/1998||I
36141|Austin|Stone|M|1978|single|107 De Las Pul Ges Avenue|50032|Decatur|51382|TX|52745|52790|584-202-7740|I: 170,000 - 189,999|5000|Stone@company.example.com|Customer total|52772||01/01/1998||I
39696|Austin|Stone|M|1966|single|107 North Sangamon Avenue|88702|Castelldefels|51318|Barcelona|52560|52778|599-709-8119|I: 170,000 - 189,999|10000|Stone@company.example.com|Customer total|52772||01/01/1998||I
43252|Austin|Stone|M|1950|single|117 West Guayanilla Avenue|69325|Godwin|51585|NC|52664|52790|243-737-7997|I: 170,000 - 189,999|3000|Stone@company.example.com|Customer total|52772||01/01/1998||I
25714|Austin|Stone|M|1975|single|17 West Mineral Court|46394|Passau|52104|Bayern|52561|52776|123-737-1204|I: 170,000 - 189,999|5000|Stone@company.example.com|Customer total|52772||01/01/1998||I
47030|Austin|Stone|M|1949|single|27 East Butte Boulevard|89954|Henagar|51658|AL|52534|52790|303-199-6562|I: 170,000 - 189,999|15000|Stone@company.example.com|Customer total|52772||01/01/1998||I
50585|Austin|Stone|M|1949|single|27 South Pierce Boulevard|76155|Idar-Oberstein|51678|Rheinland-Pfalz|52710|52776|562-184-6309|I: 170,000 - 189,999|5000|Stone@company.example.com|Customer total|52772||01/01/1998||I
4141|Austin|Stone|M|1967|single|37 North De Las Pul Ges Street|65090|Petite-Pierre La|52110|Alsace|52546|52779|296-317-5469|I: 170,000 - 189,999|5000|Stone@company.example.com|Customer total|52772||01/01/1998||A
7697|Austin|Stone|M|1952|single|47 East Sangamon Road|73421|Bondy|51206|Ile-de-France|52623|52779|655-385-3338|I: 170,000 - 189,999|10000|Stone@company.example.com|Customer total|52772||01/01/1998||I
11252|Austin|Stone|M|1973|single|57 Guayanilla Drive|64308|North Utica|51994|IL|52619|52790|482-202-5585|I: 170,000 - 189,999|3000|Stone@company.example.com|Customer total|52772||01/01/1998||A
14808|Austin|Stone|M|1955|single|57 North Valley Drive|57008|Berlin|51183|Berlin|52562|52776|197-709-5561|I: 170,000 - 189,999|5000|Stone@company.example.com|Customer total|52772||01/01/1998||I
18363|Austin|Stone|M|1976|single|67 West La Porte Avenue|47996|Oran|52035|MO|52657|52790|447-737-3997|I: 170,000 - 189,999|10000|Stone@company.example.com|Customer total|52772||01/01/1998||I
16557|Austin|Stone|M|1977|single|7 South Amphethetre Circle|67493|Flint|51506|MI|52654|52790|490-709-5409|I: 170,000 - 189,999|3000|Stone@company.example.com|Customer total|52772||01/01/1998||I
21918|Austin|Stone|M|1969|single|77 East Amphethetre Avenue|64150|Berchtesgaden|51179|Bayern|52561|52776|472-199-7634|I: 170,000 - 189,999|3000|Stone@company.example.com|Customer total|52772||01/01/1998||I
25475|Austin|Stone|M|1957|single|77 South Mineral Avenue|90635|Asnieres|51073|Ile-de-France|52623|52779|533-184-4768|I: 170,000 - 189,999|5000|Stone@company.example.com|Customer total|52772||01/01/1998||I
29030|Austin|Stone|M|1960|single|87 North Butte Avenue|48486|North Enid|51991|OK|52689|52790|224-317-9374|I: 170,000 - 189,999|10000|Stone@company.example.com|Customer total|52772||01/01/1998||I
32585|Austin|Stone|M|1987|single|97 East Pierce Avenue|73992|St Charles|52322|MD|52652|52790|649-385-4848|I: 170,000 - 189,999|3000|Stone@company.example.com|Customer total|52772||01/01/1998||I
37031|Azalea|Dunford|M|1936|married|107 East Cabo Rojo Avenue|66437|Asten|51075|Noord-Brabant|52682|52770|406-239-3937|E: 90,000 - 109,999|1500|Dunford@company.example.com|Customer total|52772||01/01/1998||I
40586|Azalea|Dunford|M|1966||107 South Pike Avenue|87791|Marbella|51900|Malaga|52661|52778|249-478-3378|E: 90,000 - 109,999|7000|Dunford@company.example.com|Customer total|52772||01/01/1998||I
44141|Azalea|Dunford|M|1982||117 North De Soto Avenue|57929|Heilbronn|51656|Baden-Wuerttemberg|52559|52776|394-329-2651|E: 90,000 - 109,999|9000|Dunford@company.example.com|Customer total|52772||01/01/1998||I
34614|Azalea|Dunford|M|1977|married|17 North La Salle Court|83575|Paderborn|52099|Nordrhein-Westfalen|52684|52776|222-329-6442|E: 90,000 - 109,999|1500|Dunford@company.example.com|Customer total|52772||01/01/1998||I
47920|Azalea|Dunford|M|1978||27 West Anderson Boulevard|86668|Norwich|51995|England - Norfolk|52591|52789|675-103-2318|E: 90,000 - 109,999|7000|Dunford@company.example.com|Customer total|52772||01/01/1998||I
1476|Azalea|Dunford|M|1939||37 Mingo Street|74793|Lunel|51812|Languedoc-Roussillon|52645|52779|183-353-3999|E: 90,000 - 109,999|9000|Dunford@company.example.com|Customer total|52772||01/01/1998||A
5031|Azalea|Dunford|M|1954|married|37 South Cabo Rojo Street|69776|Hiseville|51663|KY|52632|52790|129-306-4953|E: 90,000 - 109,999|1500|Dunford@company.example.com|Customer total|52772||01/01/1998||A
8586|Azalea|Dunford|M|1933||47 West Pike Road|58488|Dolores|51391|CO|52569|52790|689-499-6581|E: 90,000 - 109,999|7000|Dunford@company.example.com|Customer total|52772||01/01/1998||A
12143|Azalea|Dunford|M|1944||57 East De Soto Drive|49147|Almeria|51058|Almeria|52545|52778|208-239-4808|E: 90,000 - 109,999|9000|Dunford@company.example.com|Customer total|52772||01/01/1998||I
15698|Azalea|Dunford|M|1946|married|57 South Sanilac Drive|55787|Montara|51919|CA|52567|52790|391-478-8040|E: 90,000 - 109,999|1500|Dunford@company.example.com|Customer total|52772||01/01/1998||I
19253|Azalea|Dunford|M|1935||67 North Guaynabo Avenue|55646|Neuss|51975|Nordrhein-Westfalen|52684|52776|587-329-1428|E: 90,000 - 109,999|7000|Dunford@company.example.com|Customer total|52772||01/01/1998||I
49058|Azalea|Dunford|M|1937||7 South Vega Alta Circle|53086|San Mateo|52290|CA|52567|52790|288-478-3753|E: 90,000 - 109,999|9000|Dunford@company.example.com|Customer total|52772||01/01/1998||I
22808|Azalea|Dunford|M|1940||77 East Vega Alta Avenue|57128|Barry|51166|Wales - South Glamorgan|52764|52789|530-103-3984|E: 90,000 - 109,999|9000|Dunford@company.example.com|Customer total|52772||01/01/1998||I
26364|Azalea|Dunford|M|1939|married|87 La Salle Avenue|68644|Schwaebisch Gmuend|52300|Baden-Wuerttemberg|52559|52776|381-353-7733|E: 90,000 - 109,999|1500|Dunford@company.example.com|Customer total|52772||01/01/1998||I
29920|Azalea|Dunford|M|1960||87 South Anderson Avenue|51430|Ingolstadt|51680|Bayern|52561|52776|588-306-3679|E: 90,000 - 109,999|7000|Dunford@company.example.com|Customer total|52772||01/01/1998||I
33475|Azalea|Dunford|M|1979||97 West Mingo Avenue|46413|Belfast City|51175|Northern Ireland - County Antr|52686|52789|318-499-9204|E: 90,000 - 109,999|9000|Dunford@company.example.com|Customer total|52772||01/01/1998||I
37920|Azalea|Janney|M|1956||107 West Anderson Avenue|63736|Killarney|51728|Kerry|52637|52772|616-329-6728|E: 90,000 - 109,999|7000|Janney@company.example.com|Customer total|52772||01/01/1998||I
41475|Azalea|Janney|M|1983||117 Mingo Avenue|38432|Solingen|52319|Nordrhein-Westfalen|52684|52776|671-103-3404|E: 90,000 - 109,999|9000|Janney@company.example.com|Customer total|52772||01/01/1998||I
45030|Azalea|Janney|M|1974|married|117 South Cabo Rojo Avenue|41847|Edgewood|51443|KY|52632|52790|272-353-4756|E: 90,000 - 109,999|1500|Janney@company.example.com|Customer total|52772||01/01/1998||I
7947|Azalea|Janney|M|1938|married|17 Sanilac Court|65910|Great Yarmouth|51590|England - Norfolk|52591|52789|664-103-1674|E: 90,000 - 109,999|1500|Janney@company.example.com|Customer total|52772||01/01/1998||I
43502|Azalea|Janney|M|1945||17 South Guaynabo Court|74793|Lunel|51812|Languedoc-Roussillon|52645|52779|431-353-9986|E: 90,000 - 109,999|7000|Janney@company.example.com|Customer total|52772||01/01/1998||I
48809|Azalea|Janney|M|1973||27 West Vega Alta Boulevard|69776|Hiseville|51663|KY|52632|52790|504-306-7004|E: 90,000 - 109,999|9000|Janney@company.example.com|Customer total|52772||01/01/1998||I
2365|Azalea|Janney|M|1971|married|37 East La Salle Street|86990|Victoria|52440|KS|52630|52790|350-499-4703|E: 90,000 - 109,999|1500|Janney@company.example.com|Customer total|52772||01/01/1998||A
